species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Mycobacterium_tuberculosis_h37rv	83332	Rv1938	CCP44705	CCP44705	AL123456	CCP44705
Mycobacterium_tuberculosis_h37rv	83332	Rv1939	CCP44706	CCP44706	AL123456	CCP44706
Mycobacterium_tuberculosis_h37rv	83332	Rv1940	CCP44707	CCP44707	AL123456	CCP44707
Mycobacterium_tuberculosis_h37rv	83332	Rv1941	CCP44708	CCP44708	AL123456	CCP44708
Mycobacterium_tuberculosis_h37rv	83332	Rv1942c	CCP44709	CCP44709	AL123456	CCP44709
Mycobacterium_tuberculosis_h37rv	83332	Rv1943c	CCP44710	CCP44710	AL123456	CCP44710
Mycobacterium_tuberculosis_h37rv	83332	Rv1944c	CCP44711	CCP44711	AL123456	CCP44711
Mycobacterium_tuberculosis_h37rv	83332	Rv1945	CCP44712	CCP44712	AL123456	CCP44712
Mycobacterium_tuberculosis_h37rv	83332	Rv1946c	CCP44713	CCP44713	AL123456	CCP44713
Mycobacterium_tuberculosis_h37rv	83332	Rv1947	CCP44714	CCP44714	AL123456	CCP44714
Mycobacterium_tuberculosis_h37rv	83332	Rv1948c	CCP44715	CCP44715	AL123456	CCP44715
Mycobacterium_tuberculosis_h37rv	83332	Rv1949c	CCP44716	CCP44716	AL123456	CCP44716
Mycobacterium_tuberculosis_h37rv	83332	Rv1950c	CCP44717	CCP44717	AL123456	CCP44717
Mycobacterium_tuberculosis_h37rv	83332	Rv1951c	CCP44718	CCP44718	AL123456	CCP44718
Mycobacterium_tuberculosis_h37rv	83332	Rv1952	CCP44719	CCP44719	AL123456	CCP44719
Mycobacterium_tuberculosis_h37rv	83332	Rv1953	CCP44720	CCP44720	AL123456	CCP44720
Mycobacterium_tuberculosis_h37rv	83332	Rv1954A	CCP44722	CCP44722	AL123456	CCP44722
Mycobacterium_tuberculosis_h37rv	83332	Rv1954c	CCP44721	CCP44721	AL123456	CCP44721
Mycobacterium_tuberculosis_h37rv	83332	Rv1955	CCP44723	CCP44723	AL123456	CCP44723
Mycobacterium_tuberculosis_h37rv	83332	Rv1956	CCP44724	CCP44724	AL123456	CCP44724
Mycobacterium_tuberculosis_h37rv	83332	Rv1957	CCP44725	CCP44725	AL123456	CCP44725
Mycobacterium_tuberculosis_h37rv	83332	Rv1958c	CCP44726	CCP44726	AL123456	CCP44726
Mycobacterium_tuberculosis_h37rv	83332	Rv1959c	CCP44727	CCP44727	AL123456	CCP44727
Mycobacterium_tuberculosis_h37rv	83332	Rv1960c	CCP44728	CCP44728	AL123456	CCP44728
Mycobacterium_tuberculosis_h37rv	83332	Rv1961	CCP44729	CCP44729	AL123456	CCP44729
Mycobacterium_tuberculosis_h37rv	83332	Rv1962A	CCP44731	CCP44731	AL123456	CCP44731
Mycobacterium_tuberculosis_h37rv	83332	Rv1962c	CCP44730	CCP44730	AL123456	CCP44730
Mycobacterium_tuberculosis_h37rv	83332	Rv1963c	CCP44732	CCP44732	AL123456	CCP44732
Mycobacterium_tuberculosis_h37rv	83332	Rv1964	CCP44733	CCP44733	AL123456	CCP44733
Mycobacterium_tuberculosis_h37rv	83332	Rv1965	CCP44734	CCP44734	AL123456	CCP44734
Mycobacterium_tuberculosis_h37rv	83332	Rv1966	CCP44735	CCP44735	AL123456	CCP44735
Mycobacterium_tuberculosis_h37rv	83332	Rv1967	CCP44736	CCP44736	AL123456	CCP44736
Mycobacterium_tuberculosis_h37rv	83332	Rv1968	CCP44737	CCP44737	AL123456	CCP44737
Mycobacterium_tuberculosis_h37rv	83332	Rv1969	CCP44738	CCP44738	AL123456	CCP44738
Mycobacterium_tuberculosis_h37rv	83332	Rv1970	CCP44739	CCP44739	AL123456	CCP44739
Mycobacterium_tuberculosis_h37rv	83332	Rv1971	CCP44740	CCP44740	AL123456	CCP44740
Mycobacterium_tuberculosis_h37rv	83332	Rv1972	CCP44741	CCP44741	AL123456	CCP44741
Mycobacterium_tuberculosis_h37rv	83332	Rv1973	CCP44742	CCP44742	AL123456	CCP44742
Mycobacterium_tuberculosis_h37rv	83332	Rv1974	CCP44743	CCP44743	AL123456	CCP44743
Mycobacterium_tuberculosis_h37rv	83332	Rv1975	CCP44744	CCP44744	AL123456	CCP44744
Mycobacterium_tuberculosis_h37rv	83332	Rv1976c	CCP44745	CCP44745	AL123456	CCP44745
Mycobacterium_tuberculosis_h37rv	83332	Rv1977	CCP44746	CCP44746	AL123456	CCP44746
Mycobacterium_tuberculosis_h37rv	83332	Rv1978	CCP44747	CCP44747	AL123456	CCP44747
Mycobacterium_tuberculosis_h37rv	83332	Rv1979c	CCP44748	CCP44748	AL123456	CCP44748
Mycobacterium_tuberculosis_h37rv	83332	Rv1980c	CCP44749	CCP44749	AL123456	CCP44749
Mycobacterium_tuberculosis_h37rv	83332	Rv1981c	CCP44750	CCP44750	AL123456	CCP44750
Mycobacterium_tuberculosis_h37rv	83332	Rv1982A	CCP44752	CCP44752	AL123456	CCP44752
Mycobacterium_tuberculosis_h37rv	83332	Rv1982c	CCP44751	CCP44751	AL123456	CCP44751
Mycobacterium_tuberculosis_h37rv	83332	Rv1983	CCP44753	CCP44753	AL123456	CCP44753
Mycobacterium_tuberculosis_h37rv	83332	Rv1984c	CCP44754	CCP44754	AL123456	CCP44754
Mycobacterium_tuberculosis_h37rv	83332	Rv1985c	CCP44755	CCP44755	AL123456	CCP44755
Mycobacterium_tuberculosis_h37rv	83332	Rv1986	CCP44756	CCP44756	AL123456	CCP44756
Mycobacterium_tuberculosis_h37rv	83332	Rv1987	CCP44757	CCP44757	AL123456	CCP44757
Mycobacterium_tuberculosis_h37rv	83332	Rv1988	CCP44758	CCP44758	AL123456	CCP44758
Mycobacterium_tuberculosis_h37rv	83332	Rv1989c	CCP44759	CCP44759	AL123456	CCP44759
Mycobacterium_tuberculosis_h37rv	83332	Rv1990A	CCP44761	CCP44761	AL123456	CCP44761
Mycobacterium_tuberculosis_h37rv	83332	Rv1990c	CCP44760	CCP44760	AL123456	CCP44760
Mycobacterium_tuberculosis_h37rv	83332	Rv1991A	CCP44763	CCP44763	AL123456	CCP44763
Mycobacterium_tuberculosis_h37rv	83332	Rv1991c	CCP44762	CCP44762	AL123456	CCP44762
Mycobacterium_tuberculosis_h37rv	83332	Rv1992c	CCP44764	CCP44764	AL123456	CCP44764
Mycobacterium_tuberculosis_h37rv	83332	Rv1993c	CCP44765	CCP44765	AL123456	CCP44765
Mycobacterium_tuberculosis_h37rv	83332	Rv1994c	CCP44766	CCP44766	AL123456	CCP44766
Mycobacterium_tuberculosis_h37rv	83332	Rv1995	CCP44767	CCP44767	AL123456	CCP44767
Mycobacterium_tuberculosis_h37rv	83332	Rv1996	CCP44768	CCP44768	AL123456	CCP44768
Mycobacterium_tuberculosis_h37rv	83332	Rv1997	CCP44769	CCP44769	AL123456	CCP44769
Mycobacterium_tuberculosis_h37rv	83332	Rv1998c	CCP44770	CCP44770	AL123456	CCP44770
Mycobacterium_tuberculosis_h37rv	83332	Rv1999c	CCP44771	CCP44771	AL123456	CCP44771
Mycobacterium_tuberculosis_h37rv	83332	Rv2000	CCP44772	CCP44772	AL123456	CCP44772
Mycobacterium_tuberculosis_h37rv	83332	Rv2001	CCP44773	CCP44773	AL123456	CCP44773
Mycobacterium_tuberculosis_h37rv	83332	Rv2002	CCP44774	CCP44774	AL123456	CCP44774
Mycobacterium_tuberculosis_h37rv	83332	Rv2003c	CCP44775	CCP44775	AL123456	CCP44775
Mycobacterium_tuberculosis_h37rv	83332	Rv2004c	CCP44776	CCP44776	AL123456	CCP44776
Mycobacterium_tuberculosis_h37rv	83332	Rv2005c	CCP44777	CCP44777	AL123456	CCP44777
Mycobacterium_tuberculosis_h37rv	83332	Rv2006	CCP44778	CCP44778	AL123456	CCP44778
Mycobacterium_tuberculosis_h37rv	83332	Rv2007c	CCP44779	CCP44779	AL123456	CCP44779
Mycobacterium_tuberculosis_h37rv	83332	Rv2008c	CCP44780	CCP44780	AL123456	CCP44780
Mycobacterium_tuberculosis_h37rv	83332	Rv2009	CCP44781	CCP44781	AL123456	CCP44781
Mycobacterium_tuberculosis_h37rv	83332	Rv2010	CCP44782	CCP44782	AL123456	CCP44782
Mycobacterium_tuberculosis_h37rv	83332	Rv2011c	CCP44783	CCP44783	AL123456	CCP44783
Mycobacterium_tuberculosis_h37rv	83332	Rv2012	CCP44784	CCP44784	AL123456	CCP44784
Mycobacterium_tuberculosis_h37rv	83332	Rv2013	CCP44785	CCP44785	AL123456	CCP44785
Mycobacterium_tuberculosis_h37rv	83332	Rv2014	CCP44786	CCP44786	AL123456	CCP44786
Mycobacterium_tuberculosis_h37rv	83332	Rv2015c	CCP44787	CCP44787	AL123456	CCP44787
Mycobacterium_tuberculosis_h37rv	83332	Rv2016	CCP44788	CCP44788	AL123456	CCP44788
Mycobacterium_tuberculosis_h37rv	83332	Rv2017	CCP44789	CCP44789	AL123456	CCP44789
Mycobacterium_tuberculosis_h37rv	83332	Rv2018	CCP44790	CCP44790	AL123456	CCP44790
Mycobacterium_tuberculosis_h37rv	83332	Rv2019	CCP44791	CCP44791	AL123456	CCP44791
Mycobacterium_tuberculosis_h37rv	83332	Rv2020c	CCP44792	CCP44792	AL123456	CCP44792
Mycobacterium_tuberculosis_h37rv	83332	Rv2021c	CCP44793	CCP44793	AL123456	CCP44793
Mycobacterium_tuberculosis_h37rv	83332	Rv2022c	CCP44794	CCP44794	AL123456	CCP44794
Mycobacterium_tuberculosis_h37rv	83332	Rv2023A	Rv2023A		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	Rv2023c	CCP44795	CCP44795	AL123456	CCP44795
Mycobacterium_tuberculosis_h37rv	83332	Rv2024c	CCP44797	CCP44797	AL123456	CCP44797
Mycobacterium_tuberculosis_h37rv	83332	Rv2025c	CCP44798	CCP44798	AL123456	CCP44798
Mycobacterium_tuberculosis_h37rv	83332	Rv2026c	CCP44799	CCP44799	AL123456	CCP44799
Mycobacterium_tuberculosis_h37rv	83332	Rv2027c	CCP44800	CCP44800	AL123456	CCP44800
Mycobacterium_tuberculosis_h37rv	83332	Rv2028c	CCP44801	CCP44801	AL123456	CCP44801
Mycobacterium_tuberculosis_h37rv	83332	Rv2029c	CCP44802	CCP44802	AL123456	CCP44802
Mycobacterium_tuberculosis_h37rv	83332	Rv2030c	CCP44803	CCP44803	AL123456	CCP44803
Mycobacterium_tuberculosis_h37rv	83332	Rv2031c	CCP44804	CCP44804	AL123456	CCP44804
Mycobacterium_tuberculosis_h37rv	83332	Rv2032	CCP44805	CCP44805	AL123456	CCP44805
Mycobacterium_tuberculosis_h37rv	83332	Rv2033c	CCP44806	CCP44806	AL123456	CCP44806
Mycobacterium_tuberculosis_h37rv	83332	Rv2034	CCP44807	CCP44807	AL123456	CCP44807
Mycobacterium_tuberculosis_h37rv	83332	Rv2035	CCP44808	CCP44808	AL123456	CCP44808
Mycobacterium_tuberculosis_h37rv	83332	Rv2036	CCP44809	CCP44809	AL123456	CCP44809
Mycobacterium_tuberculosis_h37rv	83332	Rv2037c	CCP44810	CCP44810	AL123456	CCP44810
Mycobacterium_tuberculosis_h37rv	83332	Rv2038c	CCP44811	CCP44811	AL123456	CCP44811
Mycobacterium_tuberculosis_h37rv	83332	Rv2039c	CCP44812	CCP44812	AL123456	CCP44812
Mycobacterium_tuberculosis_h37rv	83332	Rv2040c	CCP44813	CCP44813	AL123456	CCP44813
Mycobacterium_tuberculosis_h37rv	83332	Rv2041c	CCP44814	CCP44814	AL123456	CCP44814
Mycobacterium_tuberculosis_h37rv	83332	Rv2042c	CCP44815	CCP44815	AL123456	CCP44815
Mycobacterium_tuberculosis_h37rv	83332	Rv2043c	CCP44816	CCP44816	AL123456	CCP44816
Mycobacterium_tuberculosis_h37rv	83332	Rv2044c	CCP44817	CCP44817	AL123456	CCP44817
Mycobacterium_tuberculosis_h37rv	83332	Rv2045c	CCP44818	CCP44818	AL123456	CCP44818
Mycobacterium_tuberculosis_h37rv	83332	Rv2046	CCP44819	CCP44819	AL123456	CCP44819
Mycobacterium_tuberculosis_h37rv	83332	Rv2047c	CCP44820	CCP44820	AL123456	CCP44820
Mycobacterium_tuberculosis_h37rv	83332	Rv2048c	CCP44821	CCP44821	AL123456	CCP44821
Mycobacterium_tuberculosis_h37rv	83332	Rv2049c	CCP44822	CCP44822	AL123456	CCP44822
Mycobacterium_tuberculosis_h37rv	83332	Rv2050	CCP44823	CCP44823	AL123456	CCP44823
Mycobacterium_tuberculosis_h37rv	83332	Rv2051c	CCP44824	CCP44824	AL123456	CCP44824
Mycobacterium_tuberculosis_h37rv	83332	Rv2052c	CCP44825	CCP44825	AL123456	CCP44825
Mycobacterium_tuberculosis_h37rv	83332	Rv2053c	CCP44826	CCP44826	AL123456	CCP44826
Mycobacterium_tuberculosis_h37rv	83332	Rv2054	CCP44827	CCP44827	AL123456	CCP44827
Mycobacterium_tuberculosis_h37rv	83332	Rv2055c	CCP44828	CCP44828	AL123456	CCP44828
Mycobacterium_tuberculosis_h37rv	83332	Rv2056c	CCP44829	CCP44829	AL123456	CCP44829
Mycobacterium_tuberculosis_h37rv	83332	Rv2057c	CCP44830	CCP44830	AL123456	CCP44830
Mycobacterium_tuberculosis_h37rv	83332	Rv2058c	CCP44831	CCP44831	AL123456	CCP44831
Mycobacterium_tuberculosis_h37rv	83332	Rv2059	CCP44832	CCP44832	AL123456	CCP44832
Mycobacterium_tuberculosis_h37rv	83332	Rv2060	CCP44833	CCP44833	AL123456	CCP44833
Mycobacterium_tuberculosis_h37rv	83332	Rv2061c	CCP44834	CCP44834	AL123456	CCP44834
Mycobacterium_tuberculosis_h37rv	83332	Rv2062c	CCP44835	CCP44835	AL123456	CCP44835
Mycobacterium_tuberculosis_h37rv	83332	Rv2063	CCP44836	CCP44836	AL123456	CCP44836
Mycobacterium_tuberculosis_h37rv	83332	Rv2063A	CCP44837	CCP44837	AL123456	CCP44837
Mycobacterium_tuberculosis_h37rv	83332	Rv2064	CCP44838	CCP44838	AL123456	CCP44838
Mycobacterium_tuberculosis_h37rv	83332	Rv2065	CCP44839	CCP44839	AL123456	CCP44839
Mycobacterium_tuberculosis_h37rv	83332	Rv2066	CCP44840	CCP44840	AL123456	CCP44840
Mycobacterium_tuberculosis_h37rv	83332	Rv2067c	CCP44841	CCP44841	AL123456	CCP44841
Mycobacterium_tuberculosis_h37rv	83332	Rv2068c	CCP44842	CCP44842	AL123456	CCP44842
Mycobacterium_tuberculosis_h37rv	83332	Rv2069	CCP44843	CCP44843	AL123456	CCP44843
Mycobacterium_tuberculosis_h37rv	83332	Rv2070c	CCP44844	CCP44844	AL123456	CCP44844
Mycobacterium_tuberculosis_h37rv	83332	Rv2071c	CCP44845	CCP44845	AL123456	CCP44845
Mycobacterium_tuberculosis_h37rv	83332	Rv2072c	CCP44846	CCP44846	AL123456	CCP44846
Mycobacterium_tuberculosis_h37rv	83332	Rv2073c	CCP44847	CCP44847	AL123456	CCP44847
Mycobacterium_tuberculosis_h37rv	83332	Rv2074	CCP44848	CCP44848	AL123456	CCP44848
Mycobacterium_tuberculosis_h37rv	83332	Rv2075c	CCP44849	CCP44849	AL123456	CCP44849
Mycobacterium_tuberculosis_h37rv	83332	Rv2076c	CCP44850	CCP44850	AL123456	CCP44850
Mycobacterium_tuberculosis_h37rv	83332	Rv2077A	CCP44852	CCP44852	AL123456	CCP44852
Mycobacterium_tuberculosis_h37rv	83332	Rv2077c	CCP44851	CCP44851	AL123456	CCP44851
Mycobacterium_tuberculosis_h37rv	83332	Rv2078	CCP44853	CCP44853	AL123456	CCP44853
Mycobacterium_tuberculosis_h37rv	83332	Rv2079	CCP44854	CCP44854	AL123456	CCP44854
Mycobacterium_tuberculosis_h37rv	83332	Rv2080	CCP44855	CCP44855	AL123456	CCP44855
Mycobacterium_tuberculosis_h37rv	83332	Rv2081c	CCP44856	CCP44856	AL123456	CCP44856
Mycobacterium_tuberculosis_h37rv	83332	Rv2082	CCP44857	CCP44857	AL123456	CCP44857
Mycobacterium_tuberculosis_h37rv	83332	Rv2083	CCP44858	CCP44858	AL123456	CCP44858
Mycobacterium_tuberculosis_h37rv	83332	Rv2084	CCP44859	CCP44859	AL123456	CCP44859
Mycobacterium_tuberculosis_h37rv	83332	Rv2085	CCP44860	CCP44860	AL123456	CCP44860
Mycobacterium_tuberculosis_h37rv	83332	Rv2086	CCP44861	CCP44861	AL123456	CCP44861
Mycobacterium_tuberculosis_h37rv	83332	Rv2087	CCP44862	CCP44862	AL123456	CCP44862
Mycobacterium_tuberculosis_h37rv	83332	Rv2088	CCP44863	CCP44863	AL123456	CCP44863
Mycobacterium_tuberculosis_h37rv	83332	Rv2089c	CCP44864	CCP44864	AL123456	CCP44864
Mycobacterium_tuberculosis_h37rv	83332	Rv2090	CCP44865	CCP44865	AL123456	CCP44865
Mycobacterium_tuberculosis_h37rv	83332	Rv2091c	CCP44866	CCP44866	AL123456	CCP44866
Mycobacterium_tuberculosis_h37rv	83332	Rv2092c	CCP44867	CCP44867	AL123456	CCP44867
Mycobacterium_tuberculosis_h37rv	83332	Rv2093c	CCP44868	CCP44868	AL123456	CCP44868
Mycobacterium_tuberculosis_h37rv	83332	Rv2094c	CCP44869	CCP44869	AL123456	CCP44869
Mycobacterium_tuberculosis_h37rv	83332	Rv2095c	CCP44870	CCP44870	AL123456	CCP44870
Mycobacterium_tuberculosis_h37rv	83332	Rv2096c	CCP44871	CCP44871	AL123456	CCP44871
Mycobacterium_tuberculosis_h37rv	83332	Rv2097c	CCP44872	CCP44872	AL123456	CCP44872
Mycobacterium_tuberculosis_h37rv	83332	Rv2098c	Rv2098c		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	Rv2099c	Rv2099c		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	Rv2100	CCP44875	CCP44875	AL123456	CCP44875
Mycobacterium_tuberculosis_h37rv	83332	Rv2101	CCP44876	CCP44876	AL123456	CCP44876
Mycobacterium_tuberculosis_h37rv	83332	Rv2102	CCP44877	CCP44877	AL123456	CCP44877
Mycobacterium_tuberculosis_h37rv	83332	Rv2103c	CCP44878	CCP44878	AL123456	CCP44878
Mycobacterium_tuberculosis_h37rv	83332	Rv2104c	CCP44879	CCP44879	AL123456	CCP44879
Mycobacterium_tuberculosis_h37rv	83332	Rv2105	CCP44880	CCP44880	AL123456	CCP44880
Mycobacterium_tuberculosis_h37rv	83332	Rv2106	CCP44881	CCP44881	AL123456	CCP44881
Mycobacterium_tuberculosis_h37rv	83332	Rv2107	CCP44882	CCP44882	AL123456	CCP44882
Mycobacterium_tuberculosis_h37rv	83332	Rv2108	CCP44883	CCP44883	AL123456	CCP44883
Mycobacterium_tuberculosis_h37rv	83332	Rv2109c	CCP44884	CCP44884	AL123456	CCP44884
Mycobacterium_tuberculosis_h37rv	83332	Rv2110c	CCP44885	CCP44885	AL123456	CCP44885
Mycobacterium_tuberculosis_h37rv	83332	Rv2111c	CCP44886	CCP44886	AL123456	CCP44886
Mycobacterium_tuberculosis_h37rv	83332	Rv2112c	CCP44887	CCP44887	AL123456	CCP44887
Mycobacterium_tuberculosis_h37rv	83332	Rv2113	CCP44888	CCP44888	AL123456	CCP44888
Mycobacterium_tuberculosis_h37rv	83332	Rv2114	CCP44889	CCP44889	AL123456	CCP44889
Mycobacterium_tuberculosis_h37rv	83332	Rv2115c	CCP44890	CCP44890	AL123456	CCP44890
Mycobacterium_tuberculosis_h37rv	83332	Rv2116	CCP44891	CCP44891	AL123456	CCP44891
Mycobacterium_tuberculosis_h37rv	83332	Rv2117	CCP44892	CCP44892	AL123456	CCP44892
Mycobacterium_tuberculosis_h37rv	83332	Rv2118c	CCP44893	CCP44893	AL123456	CCP44893
Mycobacterium_tuberculosis_h37rv	83332	Rv2119	CCP44894	CCP44894	AL123456	CCP44894
Mycobacterium_tuberculosis_h37rv	83332	Rv2120c	CCP44895	CCP44895	AL123456	CCP44895
Mycobacterium_tuberculosis_h37rv	83332	Rv2121c	CCP44896	CCP44896	AL123456	CCP44896
Mycobacterium_tuberculosis_h37rv	83332	Rv2122c	CCP44897	CCP44897	AL123456	CCP44897
Mycobacterium_tuberculosis_h37rv	83332	Rv2123	CCP44898	CCP44898	AL123456	CCP44898
Mycobacterium_tuberculosis_h37rv	83332	Rv2124c	CCP44899	CCP44899	AL123456	CCP44899
Mycobacterium_tuberculosis_h37rv	83332	Rv2125	CCP44900	CCP44900	AL123456	CCP44900
Mycobacterium_tuberculosis_h37rv	83332	Rv2126c	CCP44901	CCP44901	AL123456	CCP44901
Mycobacterium_tuberculosis_h37rv	83332	Rv2127	CCP44902	CCP44902	AL123456	CCP44902
Mycobacterium_tuberculosis_h37rv	83332	Rv2128	CCP44903	CCP44903	AL123456	CCP44903
Mycobacterium_tuberculosis_h37rv	83332	Rv2129c	CCP44904	CCP44904	AL123456	CCP44904
Mycobacterium_tuberculosis_h37rv	83332	Rv2130c	CCP44905	CCP44905	AL123456	CCP44905
Mycobacterium_tuberculosis_h37rv	83332	Rv2131c	CCP44906	CCP44906	AL123456	CCP44906
Mycobacterium_tuberculosis_h37rv	83332	Rv2132	CCP44907	CCP44907	AL123456	CCP44907
Mycobacterium_tuberculosis_h37rv	83332	Rv2133c	CCP44908	CCP44908	AL123456	CCP44908
Mycobacterium_tuberculosis_h37rv	83332	Rv2134c	CCP44909	CCP44909	AL123456	CCP44909
Mycobacterium_tuberculosis_h37rv	83332	Rv2135c	CCP44910	CCP44910	AL123456	CCP44910
Mycobacterium_tuberculosis_h37rv	83332	Rv2136c	CCP44911	CCP44911	AL123456	CCP44911
Mycobacterium_tuberculosis_h37rv	83332	Rv2137c	CCP44912	CCP44912	AL123456	CCP44912
Mycobacterium_tuberculosis_h37rv	83332	Rv2138	CCP44913	CCP44913	AL123456	CCP44913
Mycobacterium_tuberculosis_h37rv	83332	Rv2139	CCP44914	CCP44914	AL123456	CCP44914
Mycobacterium_tuberculosis_h37rv	83332	Rv2140c	CCP44915	CCP44915	AL123456	CCP44915
Mycobacterium_tuberculosis_h37rv	83332	Rv2141c	CCP44916	CCP44916	AL123456	CCP44916
Mycobacterium_tuberculosis_h37rv	83332	Rv2142A	CCP44918	CCP44918	AL123456	CCP44918
Mycobacterium_tuberculosis_h37rv	83332	Rv2142c	CCP44917	CCP44917	AL123456	CCP44917
Mycobacterium_tuberculosis_h37rv	83332	Rv2143	CCP44919	CCP44919	AL123456	CCP44919
Mycobacterium_tuberculosis_h37rv	83332	Rv2144c	CCP44920	CCP44920	AL123456	CCP44920
Mycobacterium_tuberculosis_h37rv	83332	Rv2145c	CCP44921	CCP44921	AL123456	CCP44921
Mycobacterium_tuberculosis_h37rv	83332	Rv2146c	CCP44922	CCP44922	AL123456	CCP44922
Mycobacterium_tuberculosis_h37rv	83332	Rv2147c	CCP44923	CCP44923	AL123456	CCP44923
Mycobacterium_tuberculosis_h37rv	83332	Rv2148c	CCP44924	CCP44924	AL123456	CCP44924
Mycobacterium_tuberculosis_h37rv	83332	Rv2149c	CCP44925	CCP44925	AL123456	CCP44925
Mycobacterium_tuberculosis_h37rv	83332	Rv2150c	CCP44926	CCP44926	AL123456	CCP44926
Mycobacterium_tuberculosis_h37rv	83332	Rv2151c	CCP44927	CCP44927	AL123456	CCP44927
Mycobacterium_tuberculosis_h37rv	83332	Rv2152c	CCP44928	CCP44928	AL123456	CCP44928
Mycobacterium_tuberculosis_h37rv	83332	Rv2153c	CCP44929	CCP44929	AL123456	CCP44929
Mycobacterium_tuberculosis_h37rv	83332	Rv2154c	CCP44930	CCP44930	AL123456	CCP44930
Mycobacterium_tuberculosis_h37rv	83332	Rv2155c	CCP44931	CCP44931	AL123456	CCP44931
Mycobacterium_tuberculosis_h37rv	83332	Rv2156c	CCP44932	CCP44932	AL123456	CCP44932
Mycobacterium_tuberculosis_h37rv	83332	Rv2157c	CCP44933	CCP44933	AL123456	CCP44933
Mycobacterium_tuberculosis_h37rv	83332	Rv2158c	CCP44934	CCP44934	AL123456	CCP44934
Mycobacterium_tuberculosis_h37rv	83332	Rv2159c	CCP44935	CCP44935	AL123456	CCP44935
Mycobacterium_tuberculosis_h37rv	83332	Rv2160A	CCP44936	CCP44936	AL123456	CCP44936
Mycobacterium_tuberculosis_h37rv	83332	Rv2160c	CCP44937	CCP44937	AL123456	CCP44937
Mycobacterium_tuberculosis_h37rv	83332	Rv2161c	CCP44938	CCP44938	AL123456	CCP44938
Mycobacterium_tuberculosis_h37rv	83332	Rv2162c	CCP44939	CCP44939	AL123456	CCP44939
Mycobacterium_tuberculosis_h37rv	83332	Rv2163c	CCP44940	CCP44940	AL123456	CCP44940
Mycobacterium_tuberculosis_h37rv	83332	Rv2164c	CCP44941	CCP44941	AL123456	CCP44941
Mycobacterium_tuberculosis_h37rv	83332	Rv2165c	CCP44942	CCP44942	AL123456	CCP44942
Mycobacterium_tuberculosis_h37rv	83332	Rv2166c	CCP44943	CCP44943	AL123456	CCP44943
Mycobacterium_tuberculosis_h37rv	83332	Rv2167c	CCP44944	CCP44944	AL123456	CCP44944
Mycobacterium_tuberculosis_h37rv	83332	Rv2168c	CCP44945	CCP44945	AL123456	CCP44945
Mycobacterium_tuberculosis_h37rv	83332	Rv2169c	CCP44946	CCP44946	AL123456	CCP44946
Mycobacterium_tuberculosis_h37rv	83332	Rv2170	CCP44947	CCP44947	AL123456	CCP44947
Mycobacterium_tuberculosis_h37rv	83332	Rv2171	CCP44948	CCP44948	AL123456	CCP44948
Mycobacterium_tuberculosis_h37rv	83332	Rv2172c	CCP44949	CCP44949	AL123456	CCP44949
Mycobacterium_tuberculosis_h37rv	83332	Rv2173	CCP44950	CCP44950	AL123456	CCP44950
Mycobacterium_tuberculosis_h37rv	83332	Rv2174	CCP44951	CCP44951	AL123456	CCP44951
Mycobacterium_tuberculosis_h37rv	83332	Rv2175c	CCP44952	CCP44952	AL123456	CCP44952
Mycobacterium_tuberculosis_h37rv	83332	Rv2176	CCP44953	CCP44953	AL123456	CCP44953
Mycobacterium_tuberculosis_h37rv	83332	Rv2177c	CCP44954	CCP44954	AL123456	CCP44954
Mycobacterium_tuberculosis_h37rv	83332	Rv2178c	CCP44955	CCP44955	AL123456	CCP44955
Mycobacterium_tuberculosis_h37rv	83332	Rv2179c	CCP44956	CCP44956	AL123456	CCP44956
Mycobacterium_tuberculosis_h37rv	83332	Rv2180c	CCP44957	CCP44957	AL123456	CCP44957
Mycobacterium_tuberculosis_h37rv	83332	Rv2181	CCP44958	CCP44958	AL123456	CCP44958
Mycobacterium_tuberculosis_h37rv	83332	Rv2182c	CCP44959	CCP44959	AL123456	CCP44959
Mycobacterium_tuberculosis_h37rv	83332	Rv2183c	CCP44960	CCP44960	AL123456	CCP44960
Mycobacterium_tuberculosis_h37rv	83332	Rv2184c	CCP44961	CCP44961	AL123456	CCP44961
Mycobacterium_tuberculosis_h37rv	83332	Rv2185c	CCP44962	CCP44962	AL123456	CCP44962
Mycobacterium_tuberculosis_h37rv	83332	Rv2186c	CCP44963	CCP44963	AL123456	CCP44963
Mycobacterium_tuberculosis_h37rv	83332	Rv2187	CCP44964	CCP44964	AL123456	CCP44964
Mycobacterium_tuberculosis_h37rv	83332	Rv2188c	CCP44965	CCP44965	AL123456	CCP44965
Mycobacterium_tuberculosis_h37rv	83332	Rv2189c	CCP44966	CCP44966	AL123456	CCP44966
Mycobacterium_tuberculosis_h37rv	83332	Rv2190c	CCP44967	CCP44967	AL123456	CCP44967
Mycobacterium_tuberculosis_h37rv	83332	Rv2191	CCP44968	CCP44968	AL123456	CCP44968
Mycobacterium_tuberculosis_h37rv	83332	Rv2192c	CCP44969	CCP44969	AL123456	CCP44969
