species	taxid	gene_stable_id	transcript_stable_id	protein_stable_id	primary_accession	secondary_accession
Mycobacterium_tuberculosis_h37rv	83332	Rv1674c	CCP44439	CCP44439	AL123456	CCP44439
Mycobacterium_tuberculosis_h37rv	83332	Rv1675c	CCP44440	CCP44440	AL123456	CCP44440
Mycobacterium_tuberculosis_h37rv	83332	Rv1676	CCP44441	CCP44441	AL123456	CCP44441
Mycobacterium_tuberculosis_h37rv	83332	Rv1677	CCP44442	CCP44442	AL123456	CCP44442
Mycobacterium_tuberculosis_h37rv	83332	Rv1678	CCP44443	CCP44443	AL123456	CCP44443
Mycobacterium_tuberculosis_h37rv	83332	Rv1679	CCP44444	CCP44444	AL123456	CCP44444
Mycobacterium_tuberculosis_h37rv	83332	Rv1680	CCP44445	CCP44445	AL123456	CCP44445
Mycobacterium_tuberculosis_h37rv	83332	Rv1681	CCP44446	CCP44446	AL123456	CCP44446
Mycobacterium_tuberculosis_h37rv	83332	Rv1682	CCP44447	CCP44447	AL123456	CCP44447
Mycobacterium_tuberculosis_h37rv	83332	Rv1683	CCP44448	CCP44448	AL123456	CCP44448
Mycobacterium_tuberculosis_h37rv	83332	Rv1684	CCP44449	CCP44449	AL123456	CCP44449
Mycobacterium_tuberculosis_h37rv	83332	Rv1685c	CCP44450	CCP44450	AL123456	CCP44450
Mycobacterium_tuberculosis_h37rv	83332	Rv1686c	CCP44451	CCP44451	AL123456	CCP44451
Mycobacterium_tuberculosis_h37rv	83332	Rv1687c	CCP44452	CCP44452	AL123456	CCP44452
Mycobacterium_tuberculosis_h37rv	83332	Rv1688	CCP44453	CCP44453	AL123456	CCP44453
Mycobacterium_tuberculosis_h37rv	83332	Rv1689	CCP44454	CCP44454	AL123456	CCP44454
Mycobacterium_tuberculosis_h37rv	83332	Rv1690	CCP44455	CCP44455	AL123456	CCP44455
Mycobacterium_tuberculosis_h37rv	83332	Rv1691	CCP44456	CCP44456	AL123456	CCP44456
Mycobacterium_tuberculosis_h37rv	83332	Rv1692	CCP44457	CCP44457	AL123456	CCP44457
Mycobacterium_tuberculosis_h37rv	83332	Rv1693	CCP44458	CCP44458	AL123456	CCP44458
Mycobacterium_tuberculosis_h37rv	83332	Rv1694	CCP44459	CCP44459	AL123456	CCP44459
Mycobacterium_tuberculosis_h37rv	83332	Rv1695	CCP44460	CCP44460	AL123456	CCP44460
Mycobacterium_tuberculosis_h37rv	83332	Rv1696	CCP44461	CCP44461	AL123456	CCP44461
Mycobacterium_tuberculosis_h37rv	83332	Rv1697	CCP44462	CCP44462	AL123456	CCP44462
Mycobacterium_tuberculosis_h37rv	83332	Rv1698	CCP44463	CCP44463	AL123456	CCP44463
Mycobacterium_tuberculosis_h37rv	83332	Rv1699	CCP44464	CCP44464	AL123456	CCP44464
Mycobacterium_tuberculosis_h37rv	83332	Rv1700	CCP44465	CCP44465	AL123456	CCP44465
Mycobacterium_tuberculosis_h37rv	83332	Rv1701	CCP44466	CCP44466	AL123456	CCP44466
Mycobacterium_tuberculosis_h37rv	83332	Rv1702c	CCP44467	CCP44467	AL123456	CCP44467
Mycobacterium_tuberculosis_h37rv	83332	Rv1703c	CCP44468	CCP44468	AL123456	CCP44468
Mycobacterium_tuberculosis_h37rv	83332	Rv1704c	CCP44469	CCP44469	AL123456	CCP44469
Mycobacterium_tuberculosis_h37rv	83332	Rv1705c	CCP44470	CCP44470	AL123456	CCP44470
Mycobacterium_tuberculosis_h37rv	83332	Rv1706A	CCP44472	CCP44472	AL123456	CCP44472
Mycobacterium_tuberculosis_h37rv	83332	Rv1706c	CCP44471	CCP44471	AL123456	CCP44471
Mycobacterium_tuberculosis_h37rv	83332	Rv1707	CCP44473	CCP44473	AL123456	CCP44473
Mycobacterium_tuberculosis_h37rv	83332	Rv1708	CCP44474	CCP44474	AL123456	CCP44474
Mycobacterium_tuberculosis_h37rv	83332	Rv1709	CCP44475	CCP44475	AL123456	CCP44475
Mycobacterium_tuberculosis_h37rv	83332	Rv1710	CCP44476	CCP44476	AL123456	CCP44476
Mycobacterium_tuberculosis_h37rv	83332	Rv1711	CCP44477	CCP44477	AL123456	CCP44477
Mycobacterium_tuberculosis_h37rv	83332	Rv1712	CCP44478	CCP44478	AL123456	CCP44478
Mycobacterium_tuberculosis_h37rv	83332	Rv1713	CCP44479	CCP44479	AL123456	CCP44479
Mycobacterium_tuberculosis_h37rv	83332	Rv1714	CCP44480	CCP44480	AL123456	CCP44480
Mycobacterium_tuberculosis_h37rv	83332	Rv1715	CCP44481	CCP44481	AL123456	CCP44481
Mycobacterium_tuberculosis_h37rv	83332	Rv1716	CCP44482	CCP44482	AL123456	CCP44482
Mycobacterium_tuberculosis_h37rv	83332	Rv1717	CCP44483	CCP44483	AL123456	CCP44483
Mycobacterium_tuberculosis_h37rv	83332	Rv1718	CCP44484	CCP44484	AL123456	CCP44484
Mycobacterium_tuberculosis_h37rv	83332	Rv1719	CCP44485	CCP44485	AL123456	CCP44485
Mycobacterium_tuberculosis_h37rv	83332	Rv1720c	CCP44486	CCP44486	AL123456	CCP44486
Mycobacterium_tuberculosis_h37rv	83332	Rv1721c	CCP44487	CCP44487	AL123456	CCP44487
Mycobacterium_tuberculosis_h37rv	83332	Rv1722	CCP44488	CCP44488	AL123456	CCP44488
Mycobacterium_tuberculosis_h37rv	83332	Rv1723	CCP44489	CCP44489	AL123456	CCP44489
Mycobacterium_tuberculosis_h37rv	83332	Rv1724c	CCP44490	CCP44490	AL123456	CCP44490
Mycobacterium_tuberculosis_h37rv	83332	Rv1725c	CCP44491	CCP44491	AL123456	CCP44491
Mycobacterium_tuberculosis_h37rv	83332	Rv1726	CCP44492	CCP44492	AL123456	CCP44492
Mycobacterium_tuberculosis_h37rv	83332	Rv1727	CCP44493	CCP44493	AL123456	CCP44493
Mycobacterium_tuberculosis_h37rv	83332	Rv1728c	CCP44494	CCP44494	AL123456	CCP44494
Mycobacterium_tuberculosis_h37rv	83332	Rv1729c	CCP44495	CCP44495	AL123456	CCP44495
Mycobacterium_tuberculosis_h37rv	83332	Rv1730c	CCP44496	CCP44496	AL123456	CCP44496
Mycobacterium_tuberculosis_h37rv	83332	Rv1731	CCP44497	CCP44497	AL123456	CCP44497
Mycobacterium_tuberculosis_h37rv	83332	Rv1732c	CCP44498	CCP44498	AL123456	CCP44498
Mycobacterium_tuberculosis_h37rv	83332	Rv1733c	CCP44499	CCP44499	AL123456	CCP44499
Mycobacterium_tuberculosis_h37rv	83332	Rv1734c	CCP44500	CCP44500	AL123456	CCP44500
Mycobacterium_tuberculosis_h37rv	83332	Rv1735c	CCP44501	CCP44501	AL123456	CCP44501
Mycobacterium_tuberculosis_h37rv	83332	Rv1736c	CCP44502	CCP44502	AL123456	CCP44502
Mycobacterium_tuberculosis_h37rv	83332	Rv1737c	CCP44503	CCP44503	AL123456	CCP44503
Mycobacterium_tuberculosis_h37rv	83332	Rv1738	CCP44504	CCP44504	AL123456	CCP44504
Mycobacterium_tuberculosis_h37rv	83332	Rv1739c	CCP44505	CCP44505	AL123456	CCP44505
Mycobacterium_tuberculosis_h37rv	83332	Rv1740	CCP44506	CCP44506	AL123456	CCP44506
Mycobacterium_tuberculosis_h37rv	83332	Rv1741	CCP44507	CCP44507	AL123456	CCP44507
Mycobacterium_tuberculosis_h37rv	83332	Rv1742	CCP44508	CCP44508	AL123456	CCP44508
Mycobacterium_tuberculosis_h37rv	83332	Rv1743	CCP44509	CCP44509	AL123456	CCP44509
Mycobacterium_tuberculosis_h37rv	83332	Rv1744c	CCP44510	CCP44510	AL123456	CCP44510
Mycobacterium_tuberculosis_h37rv	83332	Rv1745c	CCP44511	CCP44511	AL123456	CCP44511
Mycobacterium_tuberculosis_h37rv	83332	Rv1746	CCP44512	CCP44512	AL123456	CCP44512
Mycobacterium_tuberculosis_h37rv	83332	Rv1747	CCP44513	CCP44513	AL123456	CCP44513
Mycobacterium_tuberculosis_h37rv	83332	Rv1748	CCP44514	CCP44514	AL123456	CCP44514
Mycobacterium_tuberculosis_h37rv	83332	Rv1749c	CCP44515	CCP44515	AL123456	CCP44515
Mycobacterium_tuberculosis_h37rv	83332	Rv1750c	CCP44516	CCP44516	AL123456	CCP44516
Mycobacterium_tuberculosis_h37rv	83332	Rv1751	CCP44517	CCP44517	AL123456	CCP44517
Mycobacterium_tuberculosis_h37rv	83332	Rv1752	CCP44518	CCP44518	AL123456	CCP44518
Mycobacterium_tuberculosis_h37rv	83332	Rv1753c	CCP44519	CCP44519	AL123456	CCP44519
Mycobacterium_tuberculosis_h37rv	83332	Rv1754c	CCP44520	CCP44520	AL123456	CCP44520
Mycobacterium_tuberculosis_h37rv	83332	Rv1755c	CCP44521	CCP44521	AL123456	CCP44521
Mycobacterium_tuberculosis_h37rv	83332	Rv1756c	CCP44522	CCP44522	AL123456	CCP44522
Mycobacterium_tuberculosis_h37rv	83332	Rv1757c	CCP44523	CCP44523	AL123456	CCP44523
Mycobacterium_tuberculosis_h37rv	83332	Rv1758	CCP44524	CCP44524	AL123456	CCP44524
Mycobacterium_tuberculosis_h37rv	83332	Rv1759c	CCP44525	CCP44525	AL123456	CCP44525
Mycobacterium_tuberculosis_h37rv	83332	Rv1760	CCP44526	CCP44526	AL123456	CCP44526
Mycobacterium_tuberculosis_h37rv	83332	Rv1761c	CCP44527	CCP44527	AL123456	CCP44527
Mycobacterium_tuberculosis_h37rv	83332	Rv1762c	CCP44528	CCP44528	AL123456	CCP44528
Mycobacterium_tuberculosis_h37rv	83332	Rv1763	CCP44529	CCP44529	AL123456	CCP44529
Mycobacterium_tuberculosis_h37rv	83332	Rv1764	CCP44530	CCP44530	AL123456	CCP44530
Mycobacterium_tuberculosis_h37rv	83332	Rv1765A	CCP44532	CCP44532	AL123456	CCP44532
Mycobacterium_tuberculosis_h37rv	83332	Rv1765c	CCP44531	CCP44531	AL123456	CCP44531
Mycobacterium_tuberculosis_h37rv	83332	Rv1766	CCP44533	CCP44533	AL123456	CCP44533
Mycobacterium_tuberculosis_h37rv	83332	Rv1767	CCP44534	CCP44534	AL123456	CCP44534
Mycobacterium_tuberculosis_h37rv	83332	Rv1768	CCP44535	CCP44535	AL123456	CCP44535
Mycobacterium_tuberculosis_h37rv	83332	Rv1769	CCP44536	CCP44536	AL123456	CCP44536
Mycobacterium_tuberculosis_h37rv	83332	Rv1770	CCP44537	CCP44537	AL123456	CCP44537
Mycobacterium_tuberculosis_h37rv	83332	Rv1771	CCP44538	CCP44538	AL123456	CCP44538
Mycobacterium_tuberculosis_h37rv	83332	Rv1772	CCP44539	CCP44539	AL123456	CCP44539
Mycobacterium_tuberculosis_h37rv	83332	Rv1773c	CCP44540	CCP44540	AL123456	CCP44540
Mycobacterium_tuberculosis_h37rv	83332	Rv1774	CCP44541	CCP44541	AL123456	CCP44541
Mycobacterium_tuberculosis_h37rv	83332	Rv1775	CCP44542	CCP44542	AL123456	CCP44542
Mycobacterium_tuberculosis_h37rv	83332	Rv1776c	CCP44543	CCP44543	AL123456	CCP44543
Mycobacterium_tuberculosis_h37rv	83332	Rv1777	CCP44544	CCP44544	AL123456	CCP44544
Mycobacterium_tuberculosis_h37rv	83332	Rv1778c	CCP44545	CCP44545	AL123456	CCP44545
Mycobacterium_tuberculosis_h37rv	83332	Rv1779c	CCP44546	CCP44546	AL123456	CCP44546
Mycobacterium_tuberculosis_h37rv	83332	Rv1780	CCP44547	CCP44547	AL123456	CCP44547
Mycobacterium_tuberculosis_h37rv	83332	Rv1781c	CCP44548	CCP44548	AL123456	CCP44548
Mycobacterium_tuberculosis_h37rv	83332	Rv1782	CCP44549	CCP44549	AL123456	CCP44549
Mycobacterium_tuberculosis_h37rv	83332	Rv1783	CCP44550	CCP44550	AL123456	CCP44550
Mycobacterium_tuberculosis_h37rv	83332	Rv1785c	CCP44551	CCP44551	AL123456	CCP44551
Mycobacterium_tuberculosis_h37rv	83332	Rv1786	CCP44552	CCP44552	AL123456	CCP44552
Mycobacterium_tuberculosis_h37rv	83332	Rv1787	CCP44553	CCP44553	AL123456	CCP44553
Mycobacterium_tuberculosis_h37rv	83332	Rv1788	CCP44554	CCP44554	AL123456	CCP44554
Mycobacterium_tuberculosis_h37rv	83332	Rv1789	CCP44555	CCP44555	AL123456	CCP44555
Mycobacterium_tuberculosis_h37rv	83332	Rv1790	CCP44556	CCP44556	AL123456	CCP44556
Mycobacterium_tuberculosis_h37rv	83332	Rv1791	CCP44557	CCP44557	AL123456	CCP44557
Mycobacterium_tuberculosis_h37rv	83332	Rv1792	Rv1792		AL123456	
Mycobacterium_tuberculosis_h37rv	83332	Rv1793	CCP44559	CCP44559	AL123456	CCP44559
Mycobacterium_tuberculosis_h37rv	83332	Rv1794	CCP44560	CCP44560	AL123456	CCP44560
Mycobacterium_tuberculosis_h37rv	83332	Rv1795	CCP44561	CCP44561	AL123456	CCP44561
Mycobacterium_tuberculosis_h37rv	83332	Rv1796	CCP44562	CCP44562	AL123456	CCP44562
Mycobacterium_tuberculosis_h37rv	83332	Rv1797	CCP44563	CCP44563	AL123456	CCP44563
Mycobacterium_tuberculosis_h37rv	83332	Rv1798	CCP44564	CCP44564	AL123456	CCP44564
Mycobacterium_tuberculosis_h37rv	83332	Rv1799	CCP44565	CCP44565	AL123456	CCP44565
Mycobacterium_tuberculosis_h37rv	83332	Rv1800	CCP44566	CCP44566	AL123456	CCP44566
Mycobacterium_tuberculosis_h37rv	83332	Rv1801	CCP44567	CCP44567	AL123456	CCP44567
Mycobacterium_tuberculosis_h37rv	83332	Rv1802	CCP44568	CCP44568	AL123456	CCP44568
Mycobacterium_tuberculosis_h37rv	83332	Rv1803c	CCP44569	CCP44569	AL123456	CCP44569
Mycobacterium_tuberculosis_h37rv	83332	Rv1804c	CCP44570	CCP44570	AL123456	CCP44570
Mycobacterium_tuberculosis_h37rv	83332	Rv1805c	CCP44571	CCP44571	AL123456	CCP44571
Mycobacterium_tuberculosis_h37rv	83332	Rv1806	CCP44572	CCP44572	AL123456	CCP44572
Mycobacterium_tuberculosis_h37rv	83332	Rv1807	CCP44573	CCP44573	AL123456	CCP44573
Mycobacterium_tuberculosis_h37rv	83332	Rv1808	CCP44574	CCP44574	AL123456	CCP44574
Mycobacterium_tuberculosis_h37rv	83332	Rv1809	CCP44575	CCP44575	AL123456	CCP44575
Mycobacterium_tuberculosis_h37rv	83332	Rv1810	CCP44576	CCP44576	AL123456	CCP44576
Mycobacterium_tuberculosis_h37rv	83332	Rv1811	CCP44577	CCP44577	AL123456	CCP44577
Mycobacterium_tuberculosis_h37rv	83332	Rv1812c	CCP44578	CCP44578	AL123456	CCP44578
Mycobacterium_tuberculosis_h37rv	83332	Rv1813c	CCP44579	CCP44579	AL123456	CCP44579
Mycobacterium_tuberculosis_h37rv	83332	Rv1814	CCP44580	CCP44580	AL123456	CCP44580
Mycobacterium_tuberculosis_h37rv	83332	Rv1815	CCP44581	CCP44581	AL123456	CCP44581
Mycobacterium_tuberculosis_h37rv	83332	Rv1816	CCP44582	CCP44582	AL123456	CCP44582
Mycobacterium_tuberculosis_h37rv	83332	Rv1817	CCP44583	CCP44583	AL123456	CCP44583
Mycobacterium_tuberculosis_h37rv	83332	Rv1818c	CCP44584	CCP44584	AL123456	CCP44584
Mycobacterium_tuberculosis_h37rv	83332	Rv1819c	CCP44585	CCP44585	AL123456	CCP44585
Mycobacterium_tuberculosis_h37rv	83332	Rv1820	CCP44586	CCP44586	AL123456	CCP44586
Mycobacterium_tuberculosis_h37rv	83332	Rv1821	CCP44587	CCP44587	AL123456	CCP44587
Mycobacterium_tuberculosis_h37rv	83332	Rv1822	CCP44588	CCP44588	AL123456	CCP44588
Mycobacterium_tuberculosis_h37rv	83332	Rv1823	CCP44589	CCP44589	AL123456	CCP44589
Mycobacterium_tuberculosis_h37rv	83332	Rv1824	CCP44590	CCP44590	AL123456	CCP44590
Mycobacterium_tuberculosis_h37rv	83332	Rv1825	CCP44591	CCP44591	AL123456	CCP44591
Mycobacterium_tuberculosis_h37rv	83332	Rv1826	CCP44592	CCP44592	AL123456	CCP44592
Mycobacterium_tuberculosis_h37rv	83332	Rv1827	CCP44593	CCP44593	AL123456	CCP44593
Mycobacterium_tuberculosis_h37rv	83332	Rv1828	CCP44594	CCP44594	AL123456	CCP44594
Mycobacterium_tuberculosis_h37rv	83332	Rv1829	CCP44595	CCP44595	AL123456	CCP44595
Mycobacterium_tuberculosis_h37rv	83332	Rv1830	CCP44596	CCP44596	AL123456	CCP44596
Mycobacterium_tuberculosis_h37rv	83332	Rv1831	CCP44597	CCP44597	AL123456	CCP44597
Mycobacterium_tuberculosis_h37rv	83332	Rv1832	CCP44598	CCP44598	AL123456	CCP44598
Mycobacterium_tuberculosis_h37rv	83332	Rv1833c	CCP44599	CCP44599	AL123456	CCP44599
Mycobacterium_tuberculosis_h37rv	83332	Rv1834	CCP44600	CCP44600	AL123456	CCP44600
Mycobacterium_tuberculosis_h37rv	83332	Rv1835c	CCP44601	CCP44601	AL123456	CCP44601
Mycobacterium_tuberculosis_h37rv	83332	Rv1836c	CCP44602	CCP44602	AL123456	CCP44602
Mycobacterium_tuberculosis_h37rv	83332	Rv1837c	CCP44603	CCP44603	AL123456	CCP44603
Mycobacterium_tuberculosis_h37rv	83332	Rv1838c	CCP44604	CCP44604	AL123456	CCP44604
Mycobacterium_tuberculosis_h37rv	83332	Rv1839c	CCP44605	CCP44605	AL123456	CCP44605
Mycobacterium_tuberculosis_h37rv	83332	Rv1840c	CCP44606	CCP44606	AL123456	CCP44606
Mycobacterium_tuberculosis_h37rv	83332	Rv1841c	CCP44607	CCP44607	AL123456	CCP44607
Mycobacterium_tuberculosis_h37rv	83332	Rv1842c	CCP44608	CCP44608	AL123456	CCP44608
Mycobacterium_tuberculosis_h37rv	83332	Rv1843c	CCP44609	CCP44609	AL123456	CCP44609
Mycobacterium_tuberculosis_h37rv	83332	Rv1844c	CCP44610	CCP44610	AL123456	CCP44610
Mycobacterium_tuberculosis_h37rv	83332	Rv1845c	CCP44611	CCP44611	AL123456	CCP44611
Mycobacterium_tuberculosis_h37rv	83332	Rv1846c	CCP44612	CCP44612	AL123456	CCP44612
Mycobacterium_tuberculosis_h37rv	83332	Rv1847	CCP44613	CCP44613	AL123456	CCP44613
Mycobacterium_tuberculosis_h37rv	83332	Rv1848	CCP44614	CCP44614	AL123456	CCP44614
Mycobacterium_tuberculosis_h37rv	83332	Rv1849	CCP44615	CCP44615	AL123456	CCP44615
Mycobacterium_tuberculosis_h37rv	83332	Rv1850	CCP44616	CCP44616	AL123456	CCP44616
Mycobacterium_tuberculosis_h37rv	83332	Rv1851	CCP44617	CCP44617	AL123456	CCP44617
Mycobacterium_tuberculosis_h37rv	83332	Rv1852	CCP44618	CCP44618	AL123456	CCP44618
Mycobacterium_tuberculosis_h37rv	83332	Rv1853	CCP44619	CCP44619	AL123456	CCP44619
Mycobacterium_tuberculosis_h37rv	83332	Rv1854c	CCP44620	CCP44620	AL123456	CCP44620
Mycobacterium_tuberculosis_h37rv	83332	Rv1855c	CCP44621	CCP44621	AL123456	CCP44621
Mycobacterium_tuberculosis_h37rv	83332	Rv1856c	CCP44622	CCP44622	AL123456	CCP44622
Mycobacterium_tuberculosis_h37rv	83332	Rv1857	CCP44623	CCP44623	AL123456	CCP44623
Mycobacterium_tuberculosis_h37rv	83332	Rv1858	CCP44624	CCP44624	AL123456	CCP44624
Mycobacterium_tuberculosis_h37rv	83332	Rv1859	CCP44625	CCP44625	AL123456	CCP44625
Mycobacterium_tuberculosis_h37rv	83332	Rv1860	CCP44626	CCP44626	AL123456	CCP44626
Mycobacterium_tuberculosis_h37rv	83332	Rv1861	CCP44627	CCP44627	AL123456	CCP44627
Mycobacterium_tuberculosis_h37rv	83332	Rv1862	CCP44628	CCP44628	AL123456	CCP44628
Mycobacterium_tuberculosis_h37rv	83332	Rv1863c	CCP44629	CCP44629	AL123456	CCP44629
Mycobacterium_tuberculosis_h37rv	83332	Rv1864c	CCP44630	CCP44630	AL123456	CCP44630
Mycobacterium_tuberculosis_h37rv	83332	Rv1865c	CCP44631	CCP44631	AL123456	CCP44631
Mycobacterium_tuberculosis_h37rv	83332	Rv1866	CCP44632	CCP44632	AL123456	CCP44632
Mycobacterium_tuberculosis_h37rv	83332	Rv1867	CCP44633	CCP44633	AL123456	CCP44633
Mycobacterium_tuberculosis_h37rv	83332	Rv1868	CCP44634	CCP44634	AL123456	CCP44634
Mycobacterium_tuberculosis_h37rv	83332	Rv1869c	CCP44635	CCP44635	AL123456	CCP44635
Mycobacterium_tuberculosis_h37rv	83332	Rv1870c	CCP44636	CCP44636	AL123456	CCP44636
Mycobacterium_tuberculosis_h37rv	83332	Rv1871c	CCP44637	CCP44637	AL123456	CCP44637
Mycobacterium_tuberculosis_h37rv	83332	Rv1872c	CCP44638	CCP44638	AL123456	CCP44638
Mycobacterium_tuberculosis_h37rv	83332	Rv1873	CCP44639	CCP44639	AL123456	CCP44639
Mycobacterium_tuberculosis_h37rv	83332	Rv1874	CCP44640	CCP44640	AL123456	CCP44640
Mycobacterium_tuberculosis_h37rv	83332	Rv1875	CCP44641	CCP44641	AL123456	CCP44641
Mycobacterium_tuberculosis_h37rv	83332	Rv1876	CCP44642	CCP44642	AL123456	CCP44642
Mycobacterium_tuberculosis_h37rv	83332	Rv1877	CCP44643	CCP44643	AL123456	CCP44643
Mycobacterium_tuberculosis_h37rv	83332	Rv1878	CCP44644	CCP44644	AL123456	CCP44644
Mycobacterium_tuberculosis_h37rv	83332	Rv1879	CCP44645	CCP44645	AL123456	CCP44645
Mycobacterium_tuberculosis_h37rv	83332	Rv1880c	CCP44646	CCP44646	AL123456	CCP44646
Mycobacterium_tuberculosis_h37rv	83332	Rv1881c	CCP44647	CCP44647	AL123456	CCP44647
Mycobacterium_tuberculosis_h37rv	83332	Rv1882c	CCP44648	CCP44648	AL123456	CCP44648
Mycobacterium_tuberculosis_h37rv	83332	Rv1883c	CCP44649	CCP44649	AL123456	CCP44649
Mycobacterium_tuberculosis_h37rv	83332	Rv1884c	CCP44650	CCP44650	AL123456	CCP44650
Mycobacterium_tuberculosis_h37rv	83332	Rv1885c	CCP44651	CCP44651	AL123456	CCP44651
Mycobacterium_tuberculosis_h37rv	83332	Rv1886c	CCP44652	CCP44652	AL123456	CCP44652
Mycobacterium_tuberculosis_h37rv	83332	Rv1887	CCP44653	CCP44653	AL123456	CCP44653
Mycobacterium_tuberculosis_h37rv	83332	Rv1888A	CCP44655	CCP44655	AL123456	CCP44655
Mycobacterium_tuberculosis_h37rv	83332	Rv1888c	CCP44654	CCP44654	AL123456	CCP44654
Mycobacterium_tuberculosis_h37rv	83332	Rv1889c	CCP44656	CCP44656	AL123456	CCP44656
Mycobacterium_tuberculosis_h37rv	83332	Rv1890c	CCP44657	CCP44657	AL123456	CCP44657
Mycobacterium_tuberculosis_h37rv	83332	Rv1891	CCP44658	CCP44658	AL123456	CCP44658
Mycobacterium_tuberculosis_h37rv	83332	Rv1892	CCP44659	CCP44659	AL123456	CCP44659
Mycobacterium_tuberculosis_h37rv	83332	Rv1893	CCP44660	CCP44660	AL123456	CCP44660
Mycobacterium_tuberculosis_h37rv	83332	Rv1894c	CCP44661	CCP44661	AL123456	CCP44661
Mycobacterium_tuberculosis_h37rv	83332	Rv1895	CCP44662	CCP44662	AL123456	CCP44662
Mycobacterium_tuberculosis_h37rv	83332	Rv1896c	CCP44663	CCP44663	AL123456	CCP44663
Mycobacterium_tuberculosis_h37rv	83332	Rv1897c	CCP44664	CCP44664	AL123456	CCP44664
Mycobacterium_tuberculosis_h37rv	83332	Rv1898	CCP44665	CCP44665	AL123456	CCP44665
Mycobacterium_tuberculosis_h37rv	83332	Rv1899c	CCP44666	CCP44666	AL123456	CCP44666
Mycobacterium_tuberculosis_h37rv	83332	Rv1900c	CCP44667	CCP44667	AL123456	CCP44667
Mycobacterium_tuberculosis_h37rv	83332	Rv1901	CCP44668	CCP44668	AL123456	CCP44668
Mycobacterium_tuberculosis_h37rv	83332	Rv1902c	CCP44669	CCP44669	AL123456	CCP44669
Mycobacterium_tuberculosis_h37rv	83332	Rv1903	CCP44670	CCP44670	AL123456	CCP44670
Mycobacterium_tuberculosis_h37rv	83332	Rv1904	CCP44671	CCP44671	AL123456	CCP44671
Mycobacterium_tuberculosis_h37rv	83332	Rv1905c	CCP44672	CCP44672	AL123456	CCP44672
Mycobacterium_tuberculosis_h37rv	83332	Rv1906c	CCP44673	CCP44673	AL123456	CCP44673
Mycobacterium_tuberculosis_h37rv	83332	Rv1907c	CCP44674	CCP44674	AL123456	CCP44674
Mycobacterium_tuberculosis_h37rv	83332	Rv1908c	CCP44675	CCP44675	AL123456	CCP44675
Mycobacterium_tuberculosis_h37rv	83332	Rv1909c	CCP44676	CCP44676	AL123456	CCP44676
Mycobacterium_tuberculosis_h37rv	83332	Rv1910c	CCP44677	CCP44677	AL123456	CCP44677
Mycobacterium_tuberculosis_h37rv	83332	Rv1911c	CCP44678	CCP44678	AL123456	CCP44678
Mycobacterium_tuberculosis_h37rv	83332	Rv1912c	CCP44679	CCP44679	AL123456	CCP44679
Mycobacterium_tuberculosis_h37rv	83332	Rv1913	CCP44680	CCP44680	AL123456	CCP44680
Mycobacterium_tuberculosis_h37rv	83332	Rv1914c	CCP44681	CCP44681	AL123456	CCP44681
Mycobacterium_tuberculosis_h37rv	83332	Rv1915	CCP44682	CCP44682	AL123456	CCP44682
Mycobacterium_tuberculosis_h37rv	83332	Rv1916	CCP44683	CCP44683	AL123456	CCP44683
Mycobacterium_tuberculosis_h37rv	83332	Rv1917c	CCP44684	CCP44684	AL123456	CCP44684
Mycobacterium_tuberculosis_h37rv	83332	Rv1918c	CCP44685	CCP44685	AL123456	CCP44685
Mycobacterium_tuberculosis_h37rv	83332	Rv1919c	CCP44686	CCP44686	AL123456	CCP44686
Mycobacterium_tuberculosis_h37rv	83332	Rv1920	CCP44687	CCP44687	AL123456	CCP44687
Mycobacterium_tuberculosis_h37rv	83332	Rv1921c	CCP44688	CCP44688	AL123456	CCP44688
Mycobacterium_tuberculosis_h37rv	83332	Rv1922	CCP44689	CCP44689	AL123456	CCP44689
Mycobacterium_tuberculosis_h37rv	83332	Rv1923	CCP44690	CCP44690	AL123456	CCP44690
Mycobacterium_tuberculosis_h37rv	83332	Rv1924c	CCP44691	CCP44691	AL123456	CCP44691
Mycobacterium_tuberculosis_h37rv	83332	Rv1925	CCP44692	CCP44692	AL123456	CCP44692
Mycobacterium_tuberculosis_h37rv	83332	Rv1926c	CCP44693	CCP44693	AL123456	CCP44693
Mycobacterium_tuberculosis_h37rv	83332	Rv1927	CCP44694	CCP44694	AL123456	CCP44694
Mycobacterium_tuberculosis_h37rv	83332	Rv1928c	CCP44695	CCP44695	AL123456	CCP44695
Mycobacterium_tuberculosis_h37rv	83332	Rv1929c	CCP44696	CCP44696	AL123456	CCP44696
Mycobacterium_tuberculosis_h37rv	83332	Rv1930c	CCP44697	CCP44697	AL123456	CCP44697
Mycobacterium_tuberculosis_h37rv	83332	Rv1931c	CCP44698	CCP44698	AL123456	CCP44698
Mycobacterium_tuberculosis_h37rv	83332	Rv1932	CCP44699	CCP44699	AL123456	CCP44699
Mycobacterium_tuberculosis_h37rv	83332	Rv1933c	CCP44700	CCP44700	AL123456	CCP44700
Mycobacterium_tuberculosis_h37rv	83332	Rv1934c	CCP44701	CCP44701	AL123456	CCP44701
Mycobacterium_tuberculosis_h37rv	83332	Rv1935c	CCP44702	CCP44702	AL123456	CCP44702
Mycobacterium_tuberculosis_h37rv	83332	Rv1936	CCP44703	CCP44703	AL123456	CCP44703
Mycobacterium_tuberculosis_h37rv	83332	Rv1937	CCP44704	CCP44704	AL123456	CCP44704
